purchase_order_id,shipment_id,container_id,product_id,consignee_company_id,supplier_company_id,purchase_order_created_date,purchase_order_requested_cargo_ready_date,purchase_order_requested_delivery_date,booking_created_date,booking_cargo_ready_date,purchase_order_sku_count,purchase_order_sku_price,booking_sku_count,shipped_sku_count,shipped_sku_price
42203,555191,,3106161,683679,735137,2019-07-16 16:23:07.320194,2019-07-20,2019-08-11,2019-06-11 05:14:38.007835,2019-07-15,51,,51,51,168.33
6267,224113,,614854,546609,631676,2018-08-08 22:09:54.902226,2018-04-27,2018-06-01,2018-03-14 02:03:30.839111,2018-04-23,1428,38.18,1428,1428,38.18
11048,437754,,1671942,656536,668574,2018-07-05 13:31:35.832726,2018-09-14,2018-11-01,2018-10-25 15:17:54.216978,2018-10-29,591,28.77,764,,
42160,562235,,3106559,683679,748103,2019-07-11 02:43:03.552948,2019-08-03,2019-08-20,2019-07-05 07:23:57.960477,2019-08-17,1537,,1537,1537,37.24
32488,543185,,2925597,656536,702454,2019-04-10 14:46:19.449005,2019-05-27,2019-07-06,2019-05-21 04:18:15.792598,2019-05-27,2222,23.28,2222,,
11553,386070,,1744557,656536,668573,2018-07-23 07:48:53.713584,2018-08-20,2018-09-03,2018-08-16 07:47:37.426342,2018-08-26,276,21.60,276,,
50528,610852,,3136873,728908,739474,2019-09-03 14:38:17.395368,2019-09-26,2019-11-26,2019-09-03 09:20:19.853213,2019-09-19,5805,1.88,5805,,
42164,562984,,3307869,683679,749342,2019-08-12 16:00:19.742572,2019-09-07,2019-09-15,2019-07-30 04:07:45.099178,2019-08-23,2561,3.88,1485,,
43503,599874,,3263012,656536,668631,2019-08-01 07:06:52.999242,2019-08-30,2019-10-17,2019-08-19 08:14:31.048011,2019-09-02,148,20.12,148,,
42991,592608,219212,3177018,730503,751310,2019-08-14 00:21:41.942202,2019-08-30,2019-10-27,2019-08-08 02:17:52.893476,2019-08-28,55,1247.30,55,55,1247.30
8233,227469,,1215501,546609,639363,2018-08-08 22:09:19.820898,2018-03-19,2018-03-26,2018-03-19 04:13:30.278862,2018-03-19,1098,30.38,1098,,
7756,221097,,1024476,546609,633728,2019-06-09 20:35:11.67272,2018-05-07,2018-06-18,2018-03-09 06:52:40.03347,2018-05-07,659,122.27,659,659,122.27
20213,507016,,2422110,656536,668631,2018-11-23 15:03:42.849542,2019-03-29,2019-04-12,2019-03-19 09:47:24.917328,2019-03-29,39,35.75,39,,
7647,333390,,1395903,656536,668631,2018-03-01 09:57:23.168792,2018-07-18,2018-08-29,2018-07-04 06:59:03.897603,2018-07-19,493,37.41,493,,
10637,349554,,111253,546609,631676,2018-09-26 02:02:11.905097,2018-08-13,2018-09-21,2018-07-18 08:03:10.921929,2018-08-13,650,17.49,659,650,13.59
42220,570931,,3106487,683679,748103,2019-07-16 16:23:06.071867,2019-08-03,2019-08-20,2019-07-05 07:23:57.960477,2019-08-17,61,,61,61,47.04
14652,452108,,1161547,546609,632221,2019-06-09 20:35:10.640647,2019-01-18,2019-03-25,2018-11-23 03:18:18.621123,2018-12-13,6590,1.82,6590,,
44982,570910,,3176491,730503,754507,2019-06-20 20:06:45.426972,2019-07-26,2019-09-08,2019-07-05 06:59:57.622541,2019-07-18,42136,3.56,42136,,
26611,524311,,2742691,656536,668574,2019-05-08 11:22:22.781275,2019-04-27,2019-05-07,2019-04-18 06:24:00.438853,2019-04-30,296,21.62,591,,
5886,164958,,86388,546609,649537,2018-08-08 22:09:31.285206,2018-03-05,2018-04-06,2018-02-06 02:40:34.536931,2018-03-05,659,40.84,659,659,40.84
4172,110563,,553548,546609,631676,2018-08-08 22:09:32.082005,2017-10-09,2017-11-03,2017-09-05 06:09:16.295188,2017-10-05,439,57.04,439,439,57.05
8292,278162,,1415129,656536,668631,2018-04-03 14:21:34.306907,2018-05-25,2018-06-08,2018-05-14 02:28:44.733255,2018-05-18,493,12.47,493,,
9390,378761,,1389555,656536,666747,2018-07-12 06:48:08.616538,2018-08-20,2018-09-03,2018-08-10 02:19:36.801304,2018-08-20,1695,5.49,1695,,
26797,513746,,2051546,656536,668631,2019-03-12 09:16:09.39483,2019-04-12,2019-04-26,2019-04-01 09:12:31.99316,2019-04-12,84,16.30,84,,
26391,556255,,2726664,656536,702454,2019-04-23 13:39:59.799472,2019-06-20,2019-08-01,2019-06-12 07:56:38.295955,2019-06-20,296,27.94,296,,
52146,598730,,1589303,546609,631676,2019-08-28 02:02:29.883071,2019-09-23,2019-10-24,2019-08-16 08:25:14.528954,2019-09-19,747,56.97,747,,
42889,582326,211078,3177437,730503,751320,2019-06-20 20:06:42.462203,2019-07-22,2019-09-01,2019-07-23 18:50:50.155677,2019-07-31,4938,5.95,4938,4938,5.95
8622,278162,,1450490,656536,668631,2018-04-03 15:30:54.448145,2018-05-25,2018-06-08,2018-05-14 02:28:44.733255,2018-05-18,389,21.02,389,,
12300,455183,,2013499,656536,668574,2018-11-07 15:56:50.307851,2018-11-30,2018-12-14,2018-11-29 15:45:58.59273,2018-11-30,887,20.34,887,,
49227,579297,205668,3469356,683679,760289,2019-07-19 20:26:25.521338,2019-08-31,2019-09-08,2019-07-18 10:15:13.036075,2019-07-24,61,6174.28,61,61,6174.28
49622,614013,,3105631,683679,748633,2019-07-22 22:00:20.195712,2019-11-03,2019-11-03,2019-09-06 09:03:16.803,2019-09-28,1281,3.23,1281,1281,3.21
9838,377622,,1579334,656536,668561,2018-07-30 08:51:41.413458,2018-09-11,2018-09-25,2018-08-16 05:30:37.823894,2018-08-16,30,17.46,30,,
42165,562984,207151,3105870,683679,749342,2019-08-12 16:00:23.104042,2019-09-07,2019-09-15,2019-07-30 04:07:45.099178,2019-08-23,2561,27.05,5225,1281,27.05
14313,444479,,49139,546609,632221,2019-01-16 03:02:47.133118,2018-12-06,2019-01-17,2018-11-08 03:24:48.811468,2018-12-06,6590,1.05,6590,,
51833,592981,,3410073,656536,668403,2019-08-07 10:11:58.585857,2019-08-23,2019-09-06,2019-08-08 08:37:16.486965,2019-08-16,650,19.70,650,,
11922,422935,,550166,546609,632222,2018-11-20 15:29:06.720306,,2018-11-06,2018-09-28 08:49:59.158813,2018-10-09,25269,3.88,25269,25269,3.88
34423,525107,177355,1589393,546609,639363,2019-06-11 02:01:52.445466,2019-05-22,2019-06-28,2019-04-19 06:03:49.388035,2019-05-22,3295,22.64,3295,3295,22.64
44918,573724,,3176800,730503,754669,2019-06-20 20:06:43.651562,2019-06-24,2019-08-04,2019-07-10 08:24:08.292691,2019-07-04,3415,24.69,3415,,
48491,586440,222355,3107543,683679,748103,2019-07-17 17:40:26.028071,2019-09-14,2019-10-30,2019-07-30 08:23:23.873934,2019-08-30,51,33.32,51,51,30.50
41519,558431,200083,1063162,546609,631676,2019-08-19 16:29:26.180085,,2019-08-09,2019-06-15 03:52:02.578226,2019-07-17,659,55.12,659,659,55.13
11922,422935,,68369,546609,632222,2018-11-20 15:29:06.720306,,2018-11-06,2018-09-28 08:49:59.158813,2018-10-09,18451,4.96,18451,18451,4.96
42621,556263,,3177301,730503,751311,2019-06-20 20:06:41.739801,2019-07-01,2019-08-11,2019-06-12 08:00:37.836945,2019-06-27,137,59.32,137,137,59.32
5115,144897,,1024486,546609,639363,2018-08-08 22:09:23.341215,2018-01-15,2018-02-09,2018-01-04 11:23:21.572953,2018-01-15,887,23.86,887,887,23.86
49620,614013,,3105504,683679,748633,2019-08-28 06:30:31.769302,2019-12-10,,2019-09-06 09:03:16.803,2019-09-28,512,2.67,512,512,2.67
4857,126540,,581823,546609,633728,2018-08-08 22:09:57.488048,2017-12-04,2017-12-29,2017-12-20 13:19:03.463628,2017-12-20,703,55.89,703,703,55.89
15526,470601,,2355434,656536,668561,2018-11-01 07:30:54.525131,2019-01-04,2019-02-15,2018-12-29 06:47:04.154775,2018-12-29,404,36.00,404,,
8181,272845,,1012931,546609,639363,2018-08-08 22:08:42.998603,2018-05-24,2018-05-31,2018-05-08 03:48:01.806219,2018-05-22,6590,25.37,6590,6590,20.16
33718,520524,164625,1063192,546609,639363,2019-06-09 20:35:09.249245,2019-04-10,2019-05-22,2019-04-12 01:35:24.605989,2019-04-10,3295,60.80,3295,3295,45.48
44886,592646,218919,3176647,730503,754577,2019-06-20 20:06:43.282025,2019-07-22,2019-09-01,2019-08-08 02:44:08.900684,2019-08-15,782,27.28,782,782,27.28
47903,589186,,3106009,683679,684491,2019-08-01 23:00:21.01714,2019-09-07,,2019-08-02 09:43:10.896508,2019-09-30,691,,691,,
26160,576413,,2719591,656536,668570,2019-05-07 09:28:21.423338,2019-08-22,2019-10-03,2019-07-15 08:51:32.782025,2019-07-24,985,35.75,985,,
52273,597746,,3106157,683679,735137,2019-08-12 18:00:39.544247,2019-11-27,2019-11-30,2019-08-15 06:35:50.420475,2019-09-27,256,152.02,256,,
28661,615055,,1442627,656536,668573,2019-03-12 08:05:32.07152,2019-09-14,2019-11-01,2019-09-09 06:51:21.624538,2019-09-13,103,20.95,103,,
35277,527825,,2987594,656536,702454,2019-04-24 08:00:41.735964,2019-04-30,2019-06-04,2019-04-30 02:55:44.115661,2019-05-10,54,28.77,54,,
32495,543185,,2925829,656536,702454,2019-04-10 14:50:27.605001,2019-05-27,2019-07-06,2019-05-21 04:18:15.792598,2019-05-27,434,29.10,434,,
46991,585170,,1063155,546609,631676,2019-08-27 02:03:01.738862,2019-08-20,2019-09-17,2019-07-27 07:47:21.669858,2019-08-20,747,26.26,747,747,26.27
10286,421124,,1589403,546609,639363,2018-11-26 03:02:15.42195,2018-09-10,2018-10-22,2018-09-26 01:06:48.58068,2018-10-20,0,116.89,7442,,
55873,620728,,3107647,683679,749086,2019-09-05 16:00:21.703395,2019-12-27,2019-12-27,2019-09-17 01:45:54.08784,2019-11-21,1106,41.33,1106,,
8872,274173,,130754,546609,633728,2018-08-08 22:09:40.667053,2018-06-03,2018-07-02,2018-05-09 01:03:02.331924,2018-06-03,2197,19.99,2197,2197,19.98
48694,585181,220005,2406983,546609,631676,2019-08-29 02:01:59.569094,2019-08-30,2019-09-30,2019-07-27 08:11:17.435464,2019-08-26,1098,38.57,1098,1098,38.57
46587,572021,224252,3106640,683679,748386,2019-07-16 16:23:03.982797,2019-08-31,2019-10-06,2019-07-08 11:43:44.551296,2019-08-31,1639,,1639,1639,33.91
7076,266982,,1383262,656536,668631,2018-06-26 11:53:10.491163,2018-07-01,2018-08-20,2018-05-02 02:56:09.087585,2018-05-12,394,27.60,443,,
7953,272834,,1024478,546609,639363,2018-08-08 22:09:37.999215,2018-06-01,2018-07-20,2018-05-08 03:39:44.304972,2018-06-01,659,24.38,659,659,24.38
11479,354559,,1741483,656536,668631,2018-08-10 13:15:28.838122,2018-08-03,2018-08-13,2018-07-23 07:07:49.887734,2018-08-04,94,19.62,94,,
7177,325423,,1384984,656536,668573,2018-05-14 14:38:24.487437,2018-07-11,2018-08-01,2018-06-27 08:26:23.661927,2018-07-11,74,11.64,79,,
42164,562984,,3105906,683679,749342,2019-08-12 16:00:19.742572,2019-09-07,2019-09-15,2019-07-30 04:07:45.099178,2019-08-23,1967,5.14,1844,,
42212,556232,,3106241,683679,748940,2019-07-12 00:23:52.250762,2019-08-14,2019-09-18,2019-06-12 07:36:04.353826,2019-08-13,1024,,1024,1024,44.26
49623,614013,,3105401,683679,748633,2019-07-22 22:00:22.62144,2019-11-29,2019-11-29,2019-09-06 09:03:16.803,2019-09-28,3073,1.10,6147,,
17788,457330,132948,1024349,546609,631676,2019-01-16 03:04:54.658949,2019-01-07,2019-02-04,2018-12-04 08:51:25.064237,2018-12-26,2197,25.58,2197,2197,25.57
42191,555317,,3106197,683679,748067,2019-07-16 16:23:07.540391,2019-07-13,2019-08-20,2019-06-11 08:05:12.192534,2019-07-17,328,,328,328,7.80
46827,570931,,3107505,683679,748103,2019-07-12 19:37:12.039121,2019-09-15,2019-09-15,2019-07-05 07:23:57.960477,2019-08-17,51,,738,51,41.08
42211,559601,201144,3105537,683679,748633,2019-07-16 16:23:06.507199,2019-08-03,2019-09-04,2019-06-21 09:45:00.743054,2019-07-31,512,,1434,512,7.13
26690,502601,,1024485,546609,639363,2019-06-11 02:03:12.023927,2019-05-13,2019-06-17,2019-03-11 12:36:24.569239,2019-05-13,17572,17.82,17572,,
11449,374119,99986,553544,546609,631676,2018-09-26 02:03:38.011302,2018-09-10,2018-10-08,2018-08-07 08:29:26.762421,2018-09-06,659,35.63,659,659,35.63
17776,457291,132369,582593,546609,631676,2019-01-30 03:02:43.877838,2019-01-07,2019-02-04,2018-12-04 07:57:44.911954,2018-12-26,1898,39.96,1898,1898,39.96
11897,429608,,1849252,656536,668403,2018-08-03 15:53:38.09371,2018-10-15,2018-10-29,2018-10-12 02:08:21.151487,2018-10-14,414,26.44,414,,
43158,584554,,2826209,656536,668570,2019-06-20 13:20:27.509332,2019-08-02,2019-09-19,2019-07-26 07:20:39.442328,2019-08-01,30,19.87,30,,
20465,470601,,2422955,656536,668561,2018-11-23 09:39:53.873649,2019-01-19,2019-03-06,2019-01-14 05:31:42.816028,2019-01-14,30,25.69,30,,
11922,422935,,68371,546609,632222,2018-11-20 15:29:06.720306,,2018-11-06,2018-09-28 08:49:59.158813,2018-10-09,6326,4.58,6326,6326,4.58
19851,451708,,48920,546609,631676,2019-04-19 02:01:00.502747,2019-01-15,2019-02-22,2018-11-22 02:27:08.043157,2019-01-09,918,74.80,918,,
50911,574345,,3556238,730503,754553,2019-07-31 23:55:07.958384,2019-08-08,2019-09-15,2019-07-11 02:40:40.851589,2019-07-27,137,951.07,137,,
46827,570931,,3106211,683679,748103,2019-07-12 19:37:12.039121,2019-09-15,2019-09-15,2019-07-05 07:23:57.960477,2019-08-17,51,,102,51,54.88
18380,462564,141721,565148,546609,633728,2019-01-16 03:05:21.07268,2019-01-14,2019-02-15,2018-12-13 08:09:12.255297,2019-01-15,1318,75.53,1318,1318,75.53
12229,425877,,1950668,656536,668660,2018-08-10 12:23:55.43265,2018-10-16,2018-10-30,2018-10-05 09:20:03.802965,2018-10-16,59,44.90,59,,
17088,470601,,2408951,656536,668561,2018-12-20 12:38:55.442259,2019-01-14,2019-03-01,2019-01-14 05:31:42.816028,2019-01-14,207,17.88,828,,
53642,604760,,3106080,683679,748739,2019-08-15 22:00:25.844206,2019-10-12,2019-11-05,2019-08-26 02:12:44.421665,2019-10-19,1383,99.30,1383,,
14503,436713,,2198820,656536,702454,2018-10-18 13:50:13.170517,2018-11-01,2018-12-03,2018-10-24 06:54:49.483614,2018-11-01,128,15.30,128,,
5464,221918,,1012930,546609,639363,2018-08-08 22:09:39.50348,2018-03-16,2018-04-27,2018-03-11 02:37:40.662613,2018-03-16,2197,20.37,2197,2197,20.37
11671,414132,,1746763,656536,671688,2018-09-03 11:17:29.198831,2018-09-28,2018-10-12,2018-09-12 12:30:21.114601,2018-09-13,985,22.45,985,,
36023,531344,,3005231,656536,702454,2019-04-30 05:46:37.830039,2019-04-30,2019-06-04,2019-04-30 02:55:44.115661,2019-05-10,59,26.11,118,,
11130,354428,,1679298,656536,668573,2018-07-10 08:22:26.397155,2018-07-27,2018-09-07,2018-07-23 05:29:10.159371,2018-07-30,296,25.44,296,,
9339,372158,,1541461,656536,668573,2018-08-01 08:22:26.008263,2018-08-06,2018-09-17,2018-08-06 08:33:32.028219,2018-08-06,99,14.80,99,,
27430,530366,,2833024,656536,668561,2019-05-07 07:58:07.061293,2019-05-06,2019-05-20,2019-04-28 09:00:35.568898,2019-05-06,64,14.97,64,,
8717,254542,,565148,546609,633728,2018-08-08 22:09:39.396876,2018-05-25,2018-06-29,2018-04-18 06:57:29.019442,,879,80.35,879,879,80.35
28788,531344,,2855625,656536,702454,2019-03-13 13:34:10.457199,2019-05-07,2019-06-22,2019-04-30 02:55:44.115661,2019-05-10,340,18.62,340,,
9472,372167,,1581110,656536,668561,2018-07-27 12:04:42.560388,2018-08-06,2018-08-20,2018-08-06 08:36:26.900271,2018-08-06,30,16.96,30,,
46839,614013,,3173755,683679,749342,2019-07-16 16:23:04.833053,2019-09-28,2019-10-26,2019-09-06 09:03:16.803,2019-09-28,7811,,7811,,
48491,586440,222360,3107794,683679,748103,2019-07-17 17:40:26.028071,2019-09-14,2019-10-30,2019-07-30 08:23:23.873934,2019-08-30,102,9.53,102,102,8.70
7664,339822,,1395967,656536,668573,2018-04-05 07:52:56.929514,2018-07-04,2018-08-15,2018-07-10 07:55:19.688132,2018-07-11,222,17.13,222,,
44786,586396,,3177581,730503,754541,2019-07-26 17:42:56.71587,2019-08-26,2019-10-13,2019-07-30 07:19:05.669337,2019-08-26,1234,101.99,1234,,
46265,570156,214799,3107055,683679,749086,2019-07-16 16:23:03.930701,2019-08-24,2019-09-30,2019-07-04 01:30:27.412262,2019-08-19,1281,,1281,1281,11.41
36826,542493,,1589302,546609,631676,2019-07-18 02:00:43.510909,2019-06-18,2019-07-31,2019-05-20 06:08:45.176098,2019-06-12,439,42.81,439,,
13010,413753,,2070692,656536,668631,2018-09-11 10:36:22.693942,2018-10-01,2018-10-22,2018-09-12 01:46:03.255005,2018-09-28,123,22.78,123,,
52745,610055,,3105868,683679,749342,2019-08-13 16:00:40.367702,2019-11-09,2019-12-12,2019-09-02 08:13:56.210176,2019-11-15,2049,44.49,512,,
46595,570429,,3106449,683679,748415,2019-07-12 20:16:23.480966,2019-09-28,,2019-07-04 07:36:01.416191,2019-08-14,51,,51,51,96.91
4424,135518,,49035,546609,632222,2018-08-08 22:09:53.324043,2017-12-15,2018-01-12,2017-11-30 06:57:37.308539,2017-12-18,5272,5.72,5272,,
26540,503858,168221,49143,546609,632221,2019-06-12 02:01:18.689561,2019-04-26,2019-06-07,2019-03-13 07:45:00.584579,2019-04-26,6590,2.10,6590,6590,2.10
4389,135544,,542499,546609,632222,2018-08-08 22:09:54.363981,2017-12-29,2018-01-26,2017-11-30 08:43:31.326255,2017-12-29,0,5.77,1125,,
4205,118968,,101712,546609,639361,2018-08-08 22:09:34.067777,2017-10-25,2017-12-06,2017-10-05 08:46:44.28829,2017-10-23,4393,2.24,4393,4393,2.24
56448,617435,,1589391,546609,639363,2019-09-11 02:01:40.83247,2019-10-15,2019-11-15,2019-09-11 11:14:26.800538,2019-10-15,1643,20.99,1643,,
8715,253687,,1063192,546609,639363,2018-08-08 22:09:38.457226,2018-04-20,2018-06-01,2018-04-17 13:45:44.99967,,2855,61.89,2855,,
52278,608960,,48933,546609,633728,2019-09-14 02:01:57.083552,2019-09-30,2019-10-28,2019-08-30 07:40:14.306808,2019-09-30,791,31.85,791,,
9527,277591,,1476555,674105,677029,2018-05-11 17:13:33.768398,2018-04-05,2018-07-15,2018-05-11 17:22:17.627804,2018-04-05,3623,65.16,3623,3623,65.16
7675,312585,,1396062,656536,668573,2018-03-01 10:17:29.606581,2018-06-08,2018-07-20,2018-06-15 06:03:56.913757,2018-06-21,296,18.62,296,,
46596,570429,,3107586,683679,748415,2019-07-12 20:16:23.478479,2019-09-28,,2019-07-04 07:36:01.416191,2019-08-14,51,,51,51,46.26
5980,163587,,553542,546609,631676,2018-08-08 22:09:39.111788,2018-04-17,2018-05-18,2018-02-03 03:37:25.241924,2018-04-13,659,69.45,659,659,69.45
26076,515208,,1355594,546609,639362,2019-06-09 20:35:10.486041,2019-04-01,2019-05-13,2019-04-03 07:56:00.513955,2019-04-08,2197,10.06,2197,2197,10.06
32520,539098,,2926224,656536,702454,2019-04-10 14:23:28.931656,2019-06-10,2019-07-15,2019-05-14 05:17:03.075565,2019-05-20,222,27.10,222,,
42394,579995,,3190050,656536,702454,2019-06-10 15:04:05.416305,2019-07-15,2019-08-30,2019-08-06 04:50:47.902872,2019-08-07,167,26.19,167,,
7091,266982,,1383477,656536,668631,2018-03-22 07:58:15.907544,2018-05-13,2018-06-25,2018-05-02 02:56:09.087585,2018-05-12,15,16.30,15,,
6320,224125,,48955,546609,631676,2018-08-08 22:09:36.339665,2018-04-29,2018-06-01,2018-03-14 02:13:37.839471,2018-04-26,879,64.80,879,879,64.80
26565,514231,164525,918049,546609,649537,2019-04-19 02:03:46.52323,2019-04-22,2019-05-24,2019-04-02 02:22:45.363345,2019-04-18,17572,12.26,17572,17572,12.26
7737,358797,,1396554,656536,668570,2018-03-01 15:40:17.540595,2018-06-27,2018-08-01,2018-07-25 17:49:29.782428,2018-07-25,739,47.81,739,,
24958,500232,,48846,546609,639362,2019-03-20 02:03:15.04778,2019-02-28,2019-04-19,2019-03-06 03:02:06.568743,2019-03-15,1098,32.28,1098,,
26563,515072,,2422848,546609,633728,2019-04-19 02:01:12.06336,2019-03-01,2019-04-05,2019-04-03 03:08:45.23659,2019-04-09,220,16.77,220,,
56452,617428,,1589393,546609,639363,2019-09-11 02:01:45.012826,2019-10-25,2019-11-25,2019-09-11 11:03:21.940978,2019-10-25,3954,21.12,3954,,
42611,587553,,3177343,730503,751311,2019-08-23 23:52:26.058935,2019-08-27,2019-10-06,2019-07-31 10:54:42.253401,2019-08-16,2332,55.19,2332,,
14413,457988,,52297,546609,632222,2019-01-16 03:03:51.588967,2018-12-17,2018-12-21,2018-12-05 07:45:32.332737,2018-12-17,21965,6.10,21965,,
14654,445341,131829,1074767,546609,631676,2019-01-16 03:03:07.990595,2018-12-27,2019-02-07,2018-11-09 08:10:31.378492,2018-12-21,659,41.49,659,659,31.82
13956,441711,,2139769,656536,702454,2018-10-03 15:05:26.050038,2018-11-10,2018-12-13,2018-11-02 06:12:28.614568,2018-12-07,207,22.45,207,,
8539,354428,,1442596,656536,668573,2018-07-10 08:22:45.083449,2018-07-27,2018-09-07,2018-07-23 05:29:10.159371,2018-07-30,59,23.28,59,,
18635,456193,145006,564411,546609,639363,2019-01-16 03:01:33.612328,2019-01-28,2019-03-04,2018-12-01 08:12:50.326298,2019-01-28,1098,68.05,1098,1098,68.05
42220,562235,,3108059,683679,748103,2019-07-16 16:23:06.071867,2019-08-03,2019-08-20,2019-07-05 07:23:57.960477,2019-08-17,164,,164,164,6.47
35669,613780,,2992047,656536,702454,2019-05-14 07:56:19.354202,2019-08-27,2019-10-14,2019-09-06 04:25:52.964306,2019-09-12,1143,26.61,1143,,
5873,163580,,553548,546609,631676,2018-08-08 22:09:32.569268,2018-04-03,2018-05-04,2018-02-03 03:23:30.271738,2018-03-30,571,57.04,571,571,57.05
42168,586284,221807,3105908,683679,749342,2019-08-12 16:00:29.220808,2019-09-07,2019-09-15,2019-07-30 04:07:45.099178,2019-08-23,492,5.14,492,492,5.14
48478,596786,,3105261,683679,749342,2019-08-28 16:48:53.35504,2019-10-27,2019-10-27,2019-08-14 08:27:05.507885,2019-10-20,256,,256,,
42575,599874,,3191620,656536,668631,2019-06-11 10:19:09.026652,2019-08-30,2019-10-17,2019-08-19 08:14:31.048011,2019-09-02,108,25.44,108,,
44671,599874,,3311071,656536,668631,2019-06-20 09:14:51.438251,2019-08-30,2019-10-17,2019-08-19 08:14:31.048011,2019-09-02,394,11.47,394,,
4885,133420,,77092,546609,639558,2018-08-08 22:10:00.81949,2017-12-22,2018-02-02,2017-11-22 10:43:12.616635,2017-12-11,659,44.02,659,659,34.93
15426,495880,,2362614,656536,668561,2019-01-14 07:46:52.24685,2019-02-27,2019-03-13,2019-02-25 09:37:17.127164,2019-02-28,296,23.28,296,,
6253,240282,,553907,546609,639362,2019-06-09 20:35:11.225476,2018-04-24,2018-06-05,2018-04-03 00:40:25.251069,2018-04-17,0,519.14,224,,
26001,481046,,2354693,656536,668631,2019-01-14 10:06:25.726136,2019-01-16,2019-01-30,2019-01-18 01:55:51.751806,2019-01-18,123,32.92,123,,
14715,466714,,2248191,656536,702454,2018-12-20 07:16:55.570435,2018-12-25,2019-01-08,2018-12-20 08:53:08.321118,2018-12-25,69,30.68,69,,
8868,250169,,1024428,546609,639363,2018-08-08 22:09:42.155442,2018-04-11,2018-04-20,2018-04-13 03:06:29.370981,2018-04-11,5496,13.65,5496,5496,10.69
46987,585174,,48923,546609,631676,2019-08-27 02:02:23.709087,2019-09-02,2019-10-14,2019-07-27 08:02:07.635083,2019-08-28,668,10.96,668,,
9053,377622,,1841825,656536,668561,2018-07-31 11:19:16.093525,2018-08-30,2018-09-17,2018-08-16 05:30:37.823894,2018-08-16,59,17.29,59,,
8712,275635,,130777,546609,639361,2018-08-08 22:08:51.260321,2018-05-28,2018-07-09,2018-05-10 03:21:24.383124,2018-05-24,6590,1.81,6590,6590,1.40
10190,309504,,1161579,546609,639194,2018-08-08 22:08:48.731584,2018-06-18,2018-07-30,2018-06-13 02:39:47.888946,2018-06-20,2214,2.93,2214,,
17581,471973,,1304455,546609,633726,2019-02-08 03:01:55.766489,2019-01-07,2019-02-11,2019-01-03 05:51:13.683829,2019-01-16,2197,12.51,2197,,
41503,592899,,68374,546609,632222,2019-09-07 02:01:37.630389,2019-08-15,2019-09-12,2019-08-08 07:48:52.967536,2019-08-15,9014,1.85,9014,,
12912,445363,,2067563,656536,668403,2018-09-07 11:43:10.977861,2018-11-16,2018-11-30,2018-11-09 08:51:49.807608,2018-11-16,89,43.82,89,,
42165,571877,,3173806,683679,749342,2019-08-12 16:00:23.104042,2019-09-07,2019-09-15,2019-07-30 04:07:45.099178,2019-08-23,820,3.96,1383,,
54789,607799,,3107790,683679,749086,2019-08-26 20:00:18.23552,2019-12-24,2019-12-24,2019-08-29 03:23:41.873254,2019-11-07,277,17.36,277,,
29177,605984,,1529954,656536,666747,2019-05-08 13:00:46.870411,2019-09-06,2019-09-20,2019-08-27 07:17:45.31496,2019-09-06,498,6.65,498,,
16821,478384,,2390271,656536,702454,2018-11-07 13:12:56.497818,2019-01-25,2019-03-01,2019-01-14 11:37:53.42441,2019-01-26,567,26.52,567,,
11560,371405,,1744593,656536,668574,2018-07-23 07:55:16.293108,2018-08-06,2018-08-20,2018-08-04 06:30:44.727176,2018-08-06,246,11.56,493,,
11883,369046,,1576922,656536,668573,2018-08-01 08:33:38.882114,2018-08-22,2018-09-05,2018-08-02 17:22:24.253301,2018-08-20,20,16.55,20,,
41682,568559,,3107546,683679,748744,2019-06-05 07:32:23.477457,2019-06-22,,2019-07-02 03:59:36.800519,2019-06-21,574,,574,,
12301,442424,,2013545,656536,668561,2018-10-18 06:53:45.709211,2018-11-09,2018-11-23,2018-11-05 02:46:29.530841,2018-11-09,64,19.21,64,,
19861,457975,136684,1589296,546609,631676,2019-01-16 03:05:37.467822,2019-01-14,2019-02-15,2018-12-05 07:26:03.220794,2019-01-07,1186,19.01,1186,1186,19.00
3934,105124,,1024341,546609,631676,2018-08-08 22:09:17.277309,2017-07-21,2017-09-22,2017-08-14 07:20:01.385083,2017-08-23,901,25.68,901,901,25.68
52270,597766,,3106122,683679,735137,2019-08-12 18:00:37.08791,2019-12-06,2019-12-06,2019-08-15 06:56:12.5166,2019-09-17,1024,51.98,1024,,
46265,570156,214799,3107985,683679,749086,2019-07-16 16:23:03.930701,2019-08-24,2019-09-30,2019-07-04 01:30:27.412262,2019-08-19,30733,,30733,30733,11.41
17802,457367,,111485,546609,631676,2019-01-16 03:05:08.865837,2019-01-04,2019-02-08,2018-12-04 09:28:59.215897,2019-01-14,1318,19.60,1318,,
5508,148923,,49031,546609,632222,2018-08-08 22:09:19.97646,2018-03-23,2018-04-27,2018-01-17 06:54:58.920307,2018-03-23,5272,5.57,5272,5272,5.55
36984,574459,,3013434,656536,668561,2019-07-08 11:16:55.049728,2019-07-15,2019-08-30,2019-07-11 05:59:49.415438,2019-07-15,172,18.62,172,,
8611,266982,,1450319,656536,668631,2018-04-03 13:39:47.693237,2018-05-18,2018-06-29,2018-05-02 02:56:09.087585,2018-05-12,468,11.64,468,,
48479,580809,,3107493,683679,748415,2019-07-12 19:37:11.936217,2019-10-30,2019-10-30,2019-07-22 02:27:15.667269,2019-09-01,51,,51,,
