shipment_id,container_id,container_type,container_size,volume_cbm,weight_kg,container_utilization
445988,124978,Dry,40 ft HC,68.348,6430,0.9005
552488,187426,Dry,40 ft,55.69,5080,0.8287
447453,126319,Dry,20 ft,17.8,3756.51,0.5427
494559,153701,Dry,40 ft,53.707,6000.44,0.7992
598671,229583,Dry,40 ft HC,62.238,6923.91,0.82
261088,70686,Dry,40 ft,31.68,2896.96,0.4714
563214,193961,Dry,40 ft,42.58,8948,0.6336
555113,195540,Dry,40 ft HC,67.76,7756,0.8928
99160,31197,Dry,40 ft HC,65.1,5196,0.8577
510724,163827,Dry,40 ft HC,65.6,7650,0.8643
276984,73890,Dry,40 ft,43.12,8152,0.6417
227156,62176,Dry,40 ft,36.66,5736.976,0.5455
398952,101432,Dry,40 ft HC,58.89,5796.4,0.7759
575428,205813,Dry,40 ft HC,39.2,1700,0.5165
579966,212941,Dry,40 ft,49.34,3314.1,0.7342
611560,226011,Dry,40 ft HC,23.17,3803.8,0.3053
122986,46418,Dry,40 ft HC,58.5,4435.23,0.7708
456175,138996,Dry,40 ft HC,67.17,18187.62,0.885
613579,230082,Dry,20 ft,18.33,4134,0.5588
556232,212727,Dry,40 ft,37,18348.7,0.5506
162035,58215,Dry,40 ft,36.66,6642.4,0.5455
586213,218870,Dry,40 ft HC,61.17,16240.68,0.8059
142185,52594,Dry,40 ft HC,51.94,3310.7,0.6843
578066,79759,Dry,40 ft HC,67.376,8444.8,0.8877
224132,107329,Dry,40 ft,55.08,7627.5,0.8196
594703,228318,Dry,40 ft,54.33,2223.9,0.8085
174780,59531,Dry,40 ft,56.61,7934,0.8424
420717,115406,Dry,40 ft HC,56.14,15943.48,0.7397
450624,127469,Dry,40 ft,30.5,4240,0.4539
125955,45609,Dry,40 ft HC,66.72,5545.8,0.8791
382218,114275,Dry,45 ft HC,35,24083,0.4065
409036,106562,Dry,40 ft HC,65.55,10450,0.8636
580663,214867,Dry,40 ft HC,63.995,8008.96,0.8431
457960,139560,Dry,40 ft HC,65.72,6625,0.8659
576482,209205,Dry,20 ft,28.79,3811,0.8777
372178,102961,Dry,40 ft HC,65.6,7650,0.8643
395287,103520,Dry,20 ft,22,6685,0.6707
466645,135776,Dry,20 ft,14.476,17700,0.4413
546286,186752,Dry,40 ft,57.34,6410.8,0.8533
230184,65696,Dry,40 ft HC,67.67,17751.5,0.8916
571459,211736,Dry,40 ft HC,54.079,6133.27,0.7125
222066,61993,Dry,40 ft,27.64,2900,0.4113
556263,198200,Dry,40 ft HC,61.4,6324.2,0.809
565361,204429,Dry,40 ft,52.035,6477.46,0.7743
562289,197550,Dry,40 ft HC,64.628,10846.85,0.8515
399891,100232,Dry,40 ft,37.826,7871.5,0.5629
552140,193639,Dry,40 ft HC,68,19270,0.8959
560360,68887,Dry,40 ft,58.833,10868.25,0.8755
529098,170837,Dry,20 ft,19.8,6612.47,0.6037
482602,147610,Dry,40 ft,35.7,6546,0.5313
398678,99830,Dry,40 ft,36.66,5688.88,0.5455
315438,81052,Dry,20 ft,27.1,2575,0.8262
514400,163347,Dry,20 ft,20.38,1844.26,0.6213
446680,60742,Dry,40 ft,42.24,4568,0.6286
557645,198983,Dry,40 ft,51.178,5708.19,0.7616
492369,156908,Dry,20 ft,26.5,2093.5,0.8079
324435,87679,Dry,45 ft HC,74,49610,0.8595
382218,114288,Dry,45 ft HC,35,24239,0.4065
418491,110376,Dry,40 ft HC,70.65,16851.15,0.9308
374836,95335,Dry,45 ft HC,40,26206,0.4646
585181,220005,Dry,40 ft HC,68.79,7719,0.9063
436386,134729,Dry,45 ft HC,39,22814,0.453
125581,46417,Dry,40 ft,38.67,2540.7,0.5754
518466,164115,Dry,20 ft,19.6,3828.26,0.5976
225463,62750,Dry,20 ft,27.83,2403.7,0.8485
549539,185960,Dry,40 ft,31.69,6032.5,0.4716
155735,56684,Dry,40 ft,33.12,5649.17,0.4929
520518,173713,Dry,40 ft HC,63.281,7967.1,0.8337
140968,50947,Dry,40 ft,52.606,7772.5,0.7828
104522,34119,Dry,40 ft,39.27,3084.7,0.5844
347683,90683,Dry,20 ft,16.54,3171,0.5043
409015,103969,Dry,40 ft HC,65.24,9731,0.8596
578071,211724,Dry,40 ft,56.53,6161.43,0.8412
520509,171091,Dry,40 ft HC,63.295,6600.39,0.8339
340542,89241,Dry,40 ft,34.25,6919.32,0.5097
468280,138258,Dry,40 ft HC,57.41,16312.5,0.7564
135544,52285,Dry,40 ft HC,63.99,15635.12,0.8431
91157,28026,Dry,20 ft,15.68,1392,0.478
354793,95345,Dry,40 ft HC,51.79,3729.71,0.6823
563186,202015,Dry,40 ft HC,64.324,6242.22,0.8475
121994,42249,Dry,40 ft,44,3288.3,0.6548
422073,112418,Dry,40 ft HC,61.44,6767,0.8095
85348,26798,Dry,40 ft HC,61.1,5152,0.805
410813,101937,Dry,40 ft HC,56.03,10056.5,0.7382
586176,219304,Dry,40 ft,49.037,4770.15,0.7297
122060,41708,Dry,40 ft HC,56.776,15438.6,0.748
155735,56687,Dry,40 ft,33.12,5574.14,0.4929
364586,96073,Dry,40 ft,45.76,9687.66,0.681
492576,149052,Dry,40 ft,50.66,14462.5,0.7539
366481,92966,Dry,20 ft,22.68,2796.66,0.6915
520517,168201,Dry,40 ft HC,62.63,6841.1,0.8252
351185,88476,Dry,40 ft,36.6,6971.2,0.5446
420526,110700,Dry,20 ft,22.481,4118.15,0.6854
571459,211738,Dry,40 ft HC,53.03,5599.9,0.6987
525107,177355,Dry,40 ft HC,66.42,17995.37,0.8751
462225,133615,Dry,45 ft HC,37,24719,0.4297
492365,152804,Dry,20 ft,24.81,2035.4,0.7564
540872,181434,Dry,40 ft,52.164,4021.32,0.7763
596656,228358,Dry,40 ft HC,65,4330,0.8564
243147,73928,Dry,40 ft HC,69.83,13350,0.92
588056,220769,Dry,40 ft,12.96,2220,0.1929
399924,99511,Dry,40 ft HC,38.96,7700,0.5133
221852,61817,Dry,20 ft,29.04,2458.6,0.8854
561538,191540,Dry,40 ft,47.18,7422.25,0.7021
41200,9989,Dry,20 ft,15,2070,0.4573
251335,70991,Dry,40 ft HC,63.36,7335.6,0.8348
399672,100061,Dry,40 ft,32.65,5509,0.4859
533536,179615,Dry,40 ft HC,63.09,6040,0.8312
155763,56433,Dry,40 ft,34.83,5425.03,0.5183
130462,46172,Dry,40 ft HC,68.15,6016,0.8979
422734,110985,Dry,40 ft,38,5940,0.5655
566182,205086,Dry,40 ft HC,61.823,7083.67,0.8145
221871,61229,Dry,40 ft,28.8,4396.976,0.4286
94093,29915,Dry,40 ft HC,47.11,6026.69,0.6207
504517,156548,Dry,40 ft,20.94,6200.42,0.3116
139279,49594,Dry,40 ft,33,5367.1,0.4911
225533,76983,Dry,40 ft HC,67.53,7320,0.8897
531603,174666,Dry,40 ft HC,68,17410,0.8959
315572,88909,Dry,40 ft HC,63.52,13452.5,0.8369
573612,205420,Dry,40 ft,39.74,5930.6,0.5914
583698,209427,Dry,40 ft,44.16,6808.59,0.6571
573624,175123,Dry,40 ft,56.884,10341.3,0.8465
414556,106108,Dry,40 ft HC,33.8,2271.4,0.4453
530347,173394,Dry,40 ft,44.16,6812,0.6571
592675,215926,Dry,20 ft,27.577,16538,0.8408
586180,218085,Dry,40 ft HC,59.552,7270.6,0.7846
598619,217081,Dry,45 ft HC,63.95,5552,0.7427
341001,87786,Dry,40 ft,28.632,6220.54,0.4261
566176,206023,Dry,40 ft,51.78,5343.04,0.7705
318575,86928,Dry,40 ft HC,65.24,5370.2,0.8596
569324,200201,Dry,40 ft HC,49.083,18042,0.6467
401782,101469,Dry,40 ft HC,50,3376.6,0.6588
494547,154596,Dry,40 ft HC,63.586,6614.2,0.8378
593844,220050,Dry,40 ft HC,63.499,6638.22,0.8366
236166,70493,Dry,40 ft HC,65.28,6450,0.8601
270218,72473,Dry,20 ft,20.64,2536,0.6293
357772,102269,Dry,40 ft HC,62.95,5000,0.8294
591929,226631,Dry,40 ft HC,59.814,6659.84,0.7881
598683,230489,Dry,40 ft HC,61.486,6065.53,0.8101
461650,133453,Dry,40 ft HC,64.78,14318,0.8535
56457,15533,Dry,40 ft HC,65,9321,0.8564
550576,192747,Dry,40 ft HC,56.88,5522.4,0.7494
581988,205488,Dry,20 ft,25,16775,0.7622
511425,167581,Dry,40 ft HC,63.471,8418.85,0.8362
608360,230173,Dry,45 ft HC,68,48016,0.7898
102879,33476,Dry,45 ft HC,66.11,5649.1,0.7678
484432,149753,Dry,45 ft HC,36,24745,0.4181
397466,98786,Dry,40 ft,22.42,1464.39,0.3336
171065,58408,Dry,40 ft HC,45.229,3692.5,0.5959
604763,223120,Dry,40 ft,36.24,8228,0.5393
569644,199209,Dry,40 ft,51.714,3708.9,0.7696
586362,209656,Dry,40 ft HC,57.591,7931.2,0.7588
591747,221702,Dry,40 ft HC,61.405,8479.04,0.809
501100,155870,Dry,20 ft,21.95,6230.5,0.6692
323587,94019,Dry,40 ft HC,59.65,5300.4,0.7859
155763,27483,Dry,40 ft,36.66,5772.4,0.5455
477178,142172,Dry,40 ft,56.76,7910.4,0.8446
433334,131629,Dry,45 ft HC,37,25222,0.4297
351184,90733,Dry,40 ft,36.66,5760.88,0.5455
585397,211181,Dry,40 ft,1279.804728,18139.61336,19.0447
524139,174946,Dry,40 ft HC,71.93,16490,0.9477
395834,109856,Dry,40 ft HC,64.85,4918.4,0.8544
253643,71271,Dry,40 ft,25.8,3293,0.3839
132035,47089,Dry,20 ft,21,4470,0.6402
243827,69128,Dry,40 ft HC,52.18,3177.5,0.6875
591737,225401,Dry,40 ft HC,66.11,9860,0.871
595018,221820,Dry,40 ft,52,5113.44,0.7738
457264,137516,Dry,40 ft HC,56.09,3745,0.739
505120,156438,Dry,40 ft,27.771,4804.92,0.4133
418486,110374,Dry,40 ft HC,66.41,17563.96,0.875
126898,46347,Dry,40 ft HC,64.98,10711,0.8561
566192,205091,Flat Rack,40 ft,53.447,6117.41,0.7953
465926,117183,Dry,40 ft HC,43,6812,0.5665
511425,167572,Dry,40 ft,53.695,5647.64,0.799
464335,137050,Dry,40 ft HC,61.33,6452,0.808
520499,168559,Dry,40 ft,44.16,6812,0.6571
355299,102584,Dry,45 ft HC,34,23322,0.3949
536490,178364,Dry,40 ft,54.147,6619.89,0.8058
554452,188926,Dry,40 ft HC,65,2177,0.8564
563116,193575,Dry,20 ft,19.87,3047.2,0.6058
295312,78737,Dry,40 ft,31.68,2892.736,0.4714
578071,211556,Dry,40 ft,51.404,6234.8,0.7649
126126,45837,Dry,40 ft HC,64.89,11944.8,0.8549
513648,166014,Dry,40 ft HC,63.43,8926.5,0.8357
528586,173265,Dry,40 ft,55.151,6802.18,0.8207
442702,119272,Dry,40 ft HC,45.212,5132,0.5957
591860,223037,Dry,40 ft,50.399,4943.41,0.75
138477,48704,Dry,40 ft,23.83,4084.8,0.3546
571459,211743,Dry,40 ft,54.12,5635.2,0.8054
612772,230264,Dry,40 ft,40.51,5599.1,0.6028
355299,102572,Dry,45 ft HC,33,22172,0.3833
580658,215065,Dry,40 ft,53.312,6810.7,0.7933
82812,24734,Dry,40 ft,44.47,2117.3,0.6618
364827,96705,Dry,40 ft,32,7418.5,0.4762
554608,202378,Dry,20 ft,26.3,14444,0.8018
567972,201692,Dry,20 ft,16.52,4501,0.5037
536496,178410,Dry,40 ft,57.34,7036.84,0.8533
287097,76862,Dry,40 ft,27.64,2900,0.4113
174402,68304,Dry,40 ft,52.45,5483.5,0.7805
540872,181433,Dry,40 ft,52.353,4035.89,0.7791
230909,64207,Dry,40 ft,36.663,5772.4,0.5456
586176,218160,Dry,40 ft HC,56.48,6382.65,0.7441
512895,160913,Dry,20 ft,14.77,2252.95,0.4503
598827,224538,Dry,40 ft HC,60.37,7140,0.7954
433334,131631,Dry,45 ft HC,37,25237,0.4297
550618,184288,Dry,40 ft HC,64.73,5080.52,0.8528
394505,99226,Dry,40 ft HC,64.1,8920,0.8445
569644,199210,Dry,40 ft,51.722,6409.61,0.7697
504681,158245,Dry,40 ft,53.727,6549.1,0.7995
373845,98028,Dry,40 ft HC,60,5041.8,0.7905
132098,48815,Dry,40 ft,51.3,3865.9,0.7634
110566,41197,Dry,40 ft HC,63.56,8209,0.8374
569324,200203,Dry,40 ft HC,47.595,18175,0.6271
410564,101563,Dry,40 ft HC,63.47,5050.75,0.8362
468032,135677,,20 ft,10.08,1415.898,0.3073
550245,198005,Dry,40 ft HC,65.52,6959.5,0.8632
586186,217688,Dry,40 ft HC,47.13,4797.42,0.6209
443449,124050,Dry,40 ft HC,44.501,3819,0.5863
521264,173110,Dry,40 ft,37.01,875,0.5507
365200,94809,Dry,40 ft,28.67,2162,0.4266
140383,53001,Dry,20 ft,28.7,6032.12,0.875
587043,218167,Dry,40 ft,49.046,4751.28,0.7299
591954,226151,Dry,40 ft HC,63.925,5866.64,0.8422
591938,224853,Dry,45 ft HC,70.582,8372.77,0.8198
366559,92399,Dry,40 ft,36.66,5041.852,0.5455
457358,138019,Dry,40 ft HC,65.32,6558.8,0.8606
580663,214873,Dry,40 ft HC,54.46,6789.44,0.7175
143048,52517,Dry,40 ft HC,62.2,13972.3,0.8195
70215,20101,Dry,40 ft HC,37.8,4375,0.498
611523,230454,Dry,40 ft,38.52,10520,0.5732
486315,148351,Dry,40 ft,53.4,4282,0.7946
264924,72188,Dry,40 ft,56.375,12076.8,0.8389
123763,41598,Dry,40 ft,48.52,10560,0.722
233590,64175,Dry,40 ft,27.64,2894,0.4113
105087,34258,Dry,40 ft,55.91,5256,0.832
398666,97471,Dry,40 ft HC,39.19,7220,0.5163
569053,203040,Dry,20 ft,15,1519,0.4573
107167,37789,Dry,40 ft HC,62,7020.56,0.8169
520509,171090,Dry,40 ft HC,60.72,6641,0.8
550615,184209,Dry,40 ft HC,66.42,5223.94,0.8751
600742,223243,Dry,20 ft,8.58,1157,0.2616
397263,99801,Dry,40 ft,36.66,5688.88,0.5455
140022,53336,Dry,40 ft HC,48.87,3312.96,0.6439
601672,219705,Dry,40 ft HC,56.88,4579.8,0.7494
573758,198810,Dry,40 ft,45.633,6590,0.6791
593643,131520,Dry,40 ft,39.74,5912.4,0.5914
326982,85031,Dry,40 ft,20.268,4886.1,0.3016
520515,75486,Dry,40 ft HC,63.692,6942.24,0.8392
472293,139395,Dry,40 ft HC,55.81,6427.8,0.7353
550576,192750,Dry,40 ft,55.045,6153.22,0.8191
524380,176424,Dry,40 ft HC,66.23,6766.9,0.8726
433171,122470,Dry,20 ft,16,1370.6,0.4878
372032,94406,Dry,40 ft HC,65.11,18319.32,0.8578
598692,230500,Dry,40 ft,53.61,5853.37,0.7978
100888,32854,Dry,20 ft,23.805,9320,0.7258
211473,59647,Dry,40 ft HC,51.74,4158.5,0.6817
382218,114278,Dry,45 ft HC,35,24211,0.4065
595896,219407,Dry,40 ft,36.24,8228,0.5393
374100,102275,Dry,40 ft HC,66.34,4790,0.874
504440,162196,Dry,20 ft,24.87,2011.5,0.7582
110575,42987,Dry,40 ft HC,64.06,6700.2,0.844
122999,45290,Dry,40 ft,35.94,2810,0.5348
359566,94018,Dry,40 ft HC,70.5,13012.5,0.9289
550326,197664,Dry,40 ft HC,62.955,11733.26,0.8294
134821,47478,Dry,45 ft HC,69.83,15143.25,0.811
508464,161557,Dry,45 ft HC,70.837,18882.3,0.8227
287095,79004,Dry,20 ft,13.772,3376.91,0.4199
398710,99850,Dry,40 ft,36.66,5688.88,0.5455
398661,98619,Dry,40 ft HC,38.96,7700,0.5133
587043,219317,Dry,40 ft HC,60.107,6504.92,0.7919
547940,189062,Dry,40 ft,52.618,5096.53,0.783
555945,217877,Dry,20 ft,11.44,18095,0.3488
449565,142698,Dry,40 ft HC,64.95,11068.5,0.8557
418895,110629,Dry,40 ft HC,66.78,16319.31,0.8798
462225,133628,Dry,45 ft HC,37,24822,0.4297
546692,183147,Dry,40 ft,30.81,5238.89,0.4585
223256,63422,Dry,40 ft,56.72,11066.86,0.844
579776,193093,Dry,20 ft,21.6,2996,0.6585
268667,80213,Dry,40 ft HC,65.48,8205.7,0.8627
164896,58187,Dry,20 ft,15.406,3832.78,0.4697
341304,87281,Dry,40 ft,36.66,5660.802,0.5455
551733,188782,Dry,40 ft,23.9,3780,0.3557
590089,221640,Dry,40 ft,55.8,4327.2,0.8304
104804,34739,Dry,40 ft HC,60.3,5601.3,0.7945
557963,191672,Dry,40 ft HC,58.23,8133,0.7672
486820,149122,Dry,40 ft,50,13199,0.744
295312,78735,Dry,20 ft,14.4,1232.736,0.439
397272,99816,Dry,40 ft,36.66,5700.4,0.5455
590899,222451,Dry,40 ft HC,70,5310,0.9223
503840,158993,Dry,40 ft,57.62,7060,0.8574
581900,207446,Dry,40 ft HC,65,4062,0.8564
418475,110375,Dry,40 ft HC,61.96,16680.78,0.8163
398684,98522,Dry,40 ft HC,36.66,5700.4,0.483
143046,52521,Dry,40 ft HC,64.48,13930,0.8495
368524,97436,Dry,20 ft,13.36,4511,0.4073
595896,219401,Dry,40 ft,36.24,8228,0.5393
561207,193090,Dry,40 ft HC,65,18796.8,0.8564
499535,165118,Dry,20 ft,21.66,5153.2,0.6604
596754,216317,Dry,40 ft,25.368,1550,0.3775
141274,50953,Dry,40 ft,36.66,4946.08,0.5455
592952,229587,Dry,40 ft HC,64.75,7682.4,0.8531
520518,173711,Dry,40 ft HC,63.791,5923.91,0.8405
414441,106487,Dry,45 ft HC,36,24378,0.4181
420613,119091,Dry,40 ft HC,68.47,16946.46,0.9021
525164,168517,Dry,20 ft,21,5044,0.6402
128114,48708,Dry,40 ft HC,62.2,5440.3,0.8195
140433,53643,Dry,40 ft HC,63.4,8548.6,0.8353
528568,171525,Dry,40 ft,54.908,6214.38,0.8171
145616,52642,Dry,40 ft,23.83,3489.28,0.3546
571577,204152,Dry,40 ft HC,64.36,4916,0.848
420718,115407,Dry,40 ft HC,56.14,15943.48,0.7397
515208,160868,Dry,20 ft,26.6,2422.3,0.811
288560,76806,Dry,40 ft,29.33,5710.202,0.4365
502520,157922,Dry,40 ft HC,58.29,3792.9,0.768
76327,21718,Dry,40 ft HC,65.5,5057.4,0.863
532479,172041,Dry,20 ft,16.1,816.97,0.4909
154444,54953,Dry,20 ft,27.6,4184.04,0.8415
457243,136199,Dry,40 ft,52.34,4992,0.7789
411304,104240,Dry,40 ft HC,64.2,5107.5,0.8458
536492,178676,Dry,40 ft HC,64.496,8328.94,0.8497
382218,114270,Dry,45 ft HC,35,23877,0.4065
414109,109217,Dry,40 ft HC,64.2,5107.5,0.8458
556257,216527,Dry,20 ft,28,15524.9,0.8537
520515,171944,Dry,40 ft,54.889,5683.36,0.8168
550569,193450,Dry,40 ft HC,56.88,5522.4,0.7494
346011,98183,Dry,40 ft HC,65.56,5430,0.8638
481370,145632,Dry,40 ft,56.33,1600,0.8382
359567,94039,Dry,40 ft HC,49.47,10705.2,0.6518
584388,204874,Dry,40 ft,52.433,6037.2,0.7803
401782,101467,Dry,20 ft,18.89,1060.4,0.5759
574568,208795,Dry,40 ft HC,66.44,4822,0.8754
248969,67467,Dry,40 ft,36.66,5288.56,0.5455
318585,89342,Dry,40 ft HC,65.47,6438,0.8626
541439,184686,Dry,40 ft,56.331,6354.9,0.8383
547940,189064,Dry,40 ft,55.544,5435.09,0.8265
265330,70177,Dry,40 ft,43.12,8152,0.6417
578107,205566,Dry,40 ft,32.63,8049.4,0.4856
546288,186850,Dry,40 ft HC,66.33,7880.3,0.8739
362332,98759,Dry,40 ft HC,63.43,5469.2,0.8357
251707,69352,Ventilated,40 ft HC,65.03,10402,0.8568
576080,213408,Dry,20 ft,21.675,3757,0.6608
302374,83556,Dry,40 ft,50.56,8736,0.7524
39113,9099,Dry,40 ft,50.45,5280,0.7507
141274,50955,Dry,40 ft,36.66,5335.71,0.5455
492885,150650,Dry,40 ft,53.64,6670,0.7982
313260,83960,Dry,20 ft,24.14,2364,0.736
539037,176369,Dry,20 ft,23.24,1697.73,0.7085
150635,57062,Dry,40 ft HC,27.95,3470,0.3682
598766,221478,Dry,20 ft,28.71,7224.38,0.8753
602005,224265,Dry,40 ft,44.49,8024.8,0.6621
580755,215374,Dry,40 ft HC,66.58,17197.9,0.8772
330273,91108,Dry,20 ft,17.58,1612.71,0.536
466881,134624,Dry,40 ft,24.23,7405.3,0.3606
484431,146684,Dry,45 ft HC,38,25709,0.4413
239270,66804,Ventilated,40 ft HC,31.68,5415.28,0.4174
280122,78351,Dry,40 ft HC,65.18,5958.7,0.8588
507086,187070,Dry,40 ft HC,60.83,12818.08,0.8014
54401,13765,Dry,40 ft,35.15,5282.6,0.5231
530364,181705,Dry,20 ft,17.13,3122.18,0.5223
418900,110631,Dry,40 ft HC,70.65,16851.15,0.9308
537488,178390,Dry,40 ft HC,68.66,11196.7,0.9046
557648,199167,Dry,40 ft HC,58.576,6976.96,0.7718
593841,220009,Dry,45 ft HC,72.763,6016.33,0.8451
563214,193962,Dry,40 ft,42.58,8948,0.6336
551258,195836,Dry,40 ft HC,69.23,10680.5,0.9121
155763,56437,Dry,40 ft,27.5,4515.54,0.4092
511556,162891,Dry,40 ft,44.5,6812,0.6622
238296,67995,Dry,40 ft HC,67.3,10829.6,0.8867
551261,190418,Dry,40 ft,40.5,7643.5,0.6027
550239,189561,Dry,40 ft HC,68.5,7475.8,0.9025
163908,57775,Dry,20 ft,13.444,3467.78,0.4099
511427,166682,Dry,40 ft HC,61.757,7834.35,0.8137
317259,82676,Dry,45 ft HC,16.46,5073,0.1912
104804,34740,Dry,40 ft HC,63.8,6047.8,0.8406
566180,206089,Dry,40 ft HC,60.9,6749.71,0.8024
457366,133862,Dry,40 ft HC,65.24,6573,0.8596
524196,171869,Dry,40 ft HC,33,3615,0.4348
517572,171688,Dry,40 ft HC,71.24,12850,0.9386
397263,99803,Dry,40 ft,36.66,5700.4,0.5455
158584,57923,Dry,40 ft HC,28.07,2384.9,0.3698
414022,106967,Dry,40 ft,28.8,4056.8,0.4286
468282,139009,Dry,40 ft HC,69.57,10206,0.9166
146744,54766,Dry,40 ft,39.54,5076.4,0.5884
551256,193792,Dry,40 ft HC,63.71,8602.86,0.8394
468197,135400,Dry,40 ft,46.56,12391.3,0.6929
409007,104182,Dry,40 ft HC,65.68,8683,0.8653
315024,81708,Dry,45 ft HC,73.21,8740,0.8503
563110,196277,Dry,40 ft HC,36.36,5220.2,0.4791
457963,134814,Dry,40 ft HC,64.97,7152,0.856
554265,192787,Dry,40 ft HC,64.74,5350,0.853
558081,192812,Dry,40 ft HC,63.17,5508,0.8323
580745,209091,Dry,40 ft HC,65.73,17009.14,0.866
586177,219284,Dry,45 ft HC,63.933,6449.16,0.7425
509857,23846,Dry,40 ft,53.852,5696.1,0.8014
399686,98834,Dry,40 ft,23.04,3610.76,0.3429
381183,96593,Dry,40 ft,44.13,3584.5,0.6567
563974,203226,Dry,40 ft,53.311,5940.75,0.7933
606904,226783,Dry,40 ft,36.24,8228,0.5393
580007,208726,Dry,40 ft,51.2,6400,0.7619
494553,154424,Dry,40 ft,50.862,5498.8,0.7569
451704,130225,Dry,40 ft HC,65.13,5422.2,0.8581
585178,218321,Dry,40 ft HC,67.24,7121.3,0.8859
568632,196387,Dry,40 ft,34.34,1530,0.511
302364,80342,Dry,40 ft,41.423,7574.9,0.6164
58825,14620,Dry,20 ft,28.34,2414,0.864
327006,84564,Dry,40 ft,27.64,2888,0.4113
60331,15662,Dry,40 ft HC,63.76,10544.5,0.8401
347653,91157,Dry,40 ft,16.95,5164.4,0.2522
96321,29858,Dry,40 ft,55.41,4535.2,0.8246
484432,149749,Dry,45 ft HC,36,24674,0.4181
576010,204694,Dry,45 ft HC,71.096,9839.59,0.8257
391989,98074,Dry,20 ft,9.776,2382.22,0.298
269960,72098,Dry,20 ft,22.02,2220,0.6713
490241,149590,Dry,40 ft HC,63.828,6855.6,0.8409
59964,15326,Dry,20 ft,15,19190,0.4573
594582,229610,Dry,40 ft HC,67.87,7253.4,0.8942
520517,172245,Dry,40 ft HC,63.805,7275.1,0.8406
602862,224803,Dry,45 ft HC,67.87,11768.91,0.7883
580664,214812,Dry,40 ft HC,54.617,6809.28,0.7196
373889,93774,Dry,40 ft,36.66,5688.88,0.5455
440462,125768,Dry,40 ft HC,65.18,5661.5,0.8588
595721,217150,Dry,40 ft HC,66.791,10675.62,0.88
318581,87538,Dry,40 ft HC,65.96,6325.6,0.869
50141,11265,Dry,40 ft HC,57.86,4258.1,0.7623
412459,104961,Dry,40 ft,31.68,2852.64,0.4714
508490,161624,Dry,40 ft HC,58.885,6654,0.7758
524360,172674,Dry,40 ft HC,67.54,7303.1,0.8899
161246,56666,Dry,40 ft,24.04,2560,0.3577
103843,33568,Dry,40 ft HC,66.74,5170.8,0.8793
94696,31498,Dry,20 ft,23.77,4516.4,0.7247
595055,226124,Dry,40 ft,53.407,6726.1,0.7947
288542,76994,Dry,40 ft,27.5,3546.652,0.4092
413310,115890,Dry,40 ft HC,59.31,10545.05,0.7814
530166,171634,Dry,40 ft,40,1200,0.5952
457361,133860,Dry,40 ft HC,65.03,3606.4,0.8568
593844,220049,Dry,40 ft HC,62.95,5646.1,0.8294
557648,199166,Dry,40 ft HC,57.132,5750.52,0.7527
451698,125780,Dry,40 ft HC,63.22,6104.8,0.8329
591026,226318,Dry,40 ft HC,65,18489,0.8564
556077,193428,Dry,40 ft HC,59.97,3157.54,0.7901
554452,188924,Dry,40 ft HC,65,1983,0.8564
455585,127541,Dry,40 ft,23.781,5659.65,0.3539
511427,166695,Dry,40 ft,52.305,6362.6,0.7783
230906,64200,Dry,40 ft,32.997,5742.134,0.491
457975,136684,Dry,40 ft HC,66.19,6533,0.8721
114952,38410,Dry,20 ft,11.84,731,0.361
326973,84945,Dry,40 ft,37.808,6996.58,0.5626
553247,190407,Dry,40 ft,42.58,8948,0.6336
529369,171025,Dry,40 ft,38.304,2926.8,0.57
237120,64609,Dry,40 ft,36.663,4996,0.5456
73769,20572,Dry,20 ft,26.324,2718,0.8026
511425,167573,Dry,40 ft,53.237,5881,0.7922
586180,218084,Dry,40 ft HC,59.664,6406.72,0.7861
563968,202031,Dry,40 ft HC,63.461,6857.73,0.8361
457972,136689,Dry,40 ft HC,63.76,5278.6,0.8401
555193,201867,Dry,20 ft,8.6,17167,0.2622
322056,82631,Dry,40 ft HC,52.04,13103.8,0.6856
418419,107770,Dry,45 ft HC,71.935,11204.22,0.8355
520518,173698,Dry,40 ft HC,60.28,6101.5,0.7942
225535,70747,Dry,40 ft HC,67.53,7320,0.8897
418896,110637,Dry,40 ft HC,66.78,16319.31,0.8798
288560,76803,Dry,40 ft,36.66,5256.786,0.5455
595855,229499,Dry,40 ft,56.58,6230,0.842
448978,129987,Dry,40 ft HC,62.9,2510,0.8287
496520,156898,Dry,40 ft HC,44.278,3873,0.5834
415275,106506,Dry,20 ft,28.82,1860.2,0.8787
557649,199118,Dry,40 ft,51.072,4801.68,0.76
549542,211713,Dry,40 ft HC,65.11,16720,0.8578
398665,97489,Dry,40 ft HC,43.12,7952,0.5681
571990,207882,Dry,40 ft HC,59.14,6847.4,0.7792
148498,55404,Dry,40 ft,30.714,7779.78,0.4571
481873,159077,Dry,40 ft HC,60.72,7952.49,0.8
484431,146681,Dry,45 ft HC,38,25617,0.4413
554429,189871,Dry,40 ft HC,65,2099,0.8564
237310,65055,Dry,40 ft,34.83,5704.99,0.5183
354793,95404,Dry,40 ft,53.79,3692.74,0.8004
582529,213894,Dry,40 ft HC,70.17,10270.5,0.9245
555113,195541,Dry,40 ft HC,63.217,6465.58,0.8329
591899,213509,Dry,40 ft,56.44,7230,0.8399
461264,133647,Dry,40 ft,29.42,2026,0.4378
155763,56434,Dry,40 ft,36.66,5772.4,0.5455
