shipment_id,shipment_created_in_system_date,mode,bco,freight_service,freight_type,incoterms,contains_dangerous_goods,supplier_company_id,consignee_company_id,supplier_lat,supplier_lng,departure_port,arrival_port,inland_port,consignee_final_destination_lat,consignee_final_destination_lng,tradelane,freight_carrier,actual_cargo_ready_date,scheduled_departure_port_departure_date,actual_departure_port_departure_date,scheduled_arrival_port_arrival_date,actual_arrival_port_arrival_date,scheduled_inland_port_arrival_date,actual_inland_port_arrival_date,scheduled_delivery_date,actual_delivery_date,includes_customs,target_net_revenue,estimated_total_cost,actual_total_cost,actual_total_invoice,actual_net_revenue
162784,2018/2/2,Air,f,CFS to CFS,Port to Door,FCA,t,598641,543943,23.43713879,114.9519078,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,34.95981679,-116.3320832,TPEB,QFS Transportation,2018/2/3,2018/2/5 04:00,2018/2/6 14:35,2018/2/6 20:00,2018/2/6 20:00,,,2018/2/7 08:00,2018/2/8 06:30,t,1979.3,19949.36,17314.96,19949.36,2634.4
392353,2018/8/21,Air,f,CFS to CFS,Port to Door,FOB,f,693219,654884,31.82396348,122.3080525,PVG - Shanghai - China,LAX - Los Angeles - CA,,35.15030048,-117.5091425,TPEB,Singapore Airlines Cargo Pte. Ltd.,2018/8/22,2018/8/25 16:00,2018/8/25 19:40,2018/8/26 10:36,2018/8/26 10:36,,,2018/8/30 07:00,2018/8/30 21:52,t,91.4,2031.79,2349.46,2031.79,-317.67
469009,2018/12/26,Air,f,CFS to CFS,Port to Door,FOB,t,598234,543943,33.297651,108.229334,HKG - Hong Kong - Hong Kong,SYD - Sydney - Australia,MEL - Melbourne - Australia,-37.111879,146.09298,ROW,QFS Transportation,2018/12/27,,2018/12/30 14:55,2018/12/30 23:50,2018/12/30 23:50,2018/12/31 01:00,2018/12/31 01:00,2019/1/4 01:00,2019/1/4 01:00,t,760.44,7752.38,7399.28,8705.08,1305.8
456634,2018/12/3,Air,f,CFS to CFS,Port to Door,FOB,f,693219,654884,31.82340587,122.3074949,PVG - Shanghai - China,LAX - Los Angeles - CA,,35.14974287,-117.5097001,TPEB,Eva & Brothers Transportation,2018/12/8,2018/12/9 16:00,2018/12/10 12:00,2018/12/10 08:00,2018/12/10 20:00,,,2018/12/12 18:00,2018/12/12 18:00,t,1536.93,31058.54,28981.62,32531.43,3549.81
420538,2018/9/25,Ocean FCL,f,CY to CY,Port to Port,FOB,f,639363,546609,31.12689193,120.6177519,Ningbo,"Long Beach, California",,34.78502793,-117.1634131,TPEB,British Airways p.l.c.,2018/11/15,2018/11/22 16:00,2018/11/23 08:00,2018/12/5 23:00,2018/12/5 20:00,,,2018/12/14 08:00,2018/12/20 20:00,f,291.86,2918.59,3098.46,3075.25,-23.21
413170,2018/9/11,Air,f,CFS to CFS,Port to Door,FCA,f,598641,543943,23.54524513,114.9333891,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,34.94413913,-117.0558979,TPEB,QFS Transportation,2018/9/13,2018/9/17 21:30,2018/9/17 21:30,2018/9/18 13:40,2018/9/18 13:40,,,2018/9/24 19:00,2018/9/25 04:00,t,3188.43,32084.38,28367.43,32090.18,3722.75
563475,2019/6/24,Ocean FCL,f,CY to CY,Port to Door,FOB,f,754645,730503,38.76249905,113.4407881,Tianjin Xingang,"Los Angeles, CA",,34.79798905,-117.4190239,TPEB,Combimar & Agemar,2019/6/20,2019/8/8 04:00,2019/8/8 04:00,2019/8/29 19:00,2019/8/29 11:20,,,2019/9/16 19:00,,t,429,4406.24,74.66,4640.99,4566.33
584852,2019/7/26,Air,f,CFS to CFS,Door to Door,DDP,t,547503,547503,23.53128561,114.7561386,HKG - Hong Kong - Hong Kong,AMS - Amsterdam - Netherlands,,52.48878661,5.893443613,FEWB,Voltrans Logistics Co.,2019/7/27,2019/7/29 13:45,2019/7/29 04:00,2019/7/30 08:40,2019/7/30 10:00,,,2019/8/2 10:00,2019/8/2 10:00,t,149.1,1491.16,336.99,1491.16,1154.17
318506,2018/6/21,Ocean FCL,f,CY to CY,Port to Port,FOB,f,639362,546609,23.96663559,114.8577586,"Yantian, China","Vancouver, Canada","Montreal, QC",,,TPEB,National Airlines,2018/6/27,2018/7/1 16:00,2018/7/2 12:57,2018/7/22 07:00,2018/7/23 03:07,2018/8/5 04:00,2018/8/7 04:00,,,f,327.4,3274.03,3262.4,3663.66,401.26
388500,2018/8/17,Air,f,CFS to CFS,Door to Door,EXW,f,635558,543943,23.52128574,121.2448417,TPE - Taipei - Taiwan,LAX - Los Angeles - CA,,34.94216574,-117.0578713,TPEB,Business Express (Delta Connection),2018/8/24,,2018/8/30 02:30,2018/8/30 17:53,2018/8/30 17:53,,,2018/8/31 19:00,2018/8/31 15:04,t,1839.71,18604.1,17635.46,18758.9,1123.44
444462,2018/11/8,Ocean FCL,f,CY to CY,Port to Port,FOB,f,632221,546609,23.91278216,114.0124572,"Yantian, China","Los Angeles, CA",,34.78278516,-117.1656558,TPEB,British Airways p.l.c.,2018/11/23,2018/11/29 16:00,2018/12/1 01:17,2018/12/15 08:00,2018/12/15 21:23,,,2018/12/25 08:00,2018/12/22 20:00,f,300.27,3002.7,2606.99,3084.16,477.17
428268,2018/10/10,Air,f,CFS to CFS,Port to Door,FOB,f,680817,654884,23.61020754,114.9458385,HKG - Hong Kong - Hong Kong,YYZ - Toronto - Canada,,44.63177454,-78.75678146,TPEB,Hillside Warehouse and Trucking,2018/10/17,2018/10/20 07:10,2018/10/20 07:10,2018/10/20 22:15,2018/10/20 22:15,,,2018/10/25 04:00,2018/10/25 04:00,t,176.14,3669.54,3786.83,4139.22,352.39
133756,2017/11/23,Air,f,CFS to CFS,Door to Door,EXW,f,635558,543943,32.34623649,121.7715435,PVG - Shanghai - China,LAX - Los Angeles - CA,,34.95586849,-116.3360315,TPEB,KLM Royal Dutch Airlines,2017/11/23,2017/11/29 16:00,2017/11/30 12:16,2017/11/30 08:00,2017/11/30 08:00,,,2017/12/4 08:00,2017/12/2 05:00,t,128.82,1403.49,1204.81,1522.11,317.3
152943,2018/1/22,Air,f,CFS to CFS,Port to Door,FOB,f,606659,548254,11.75645746,107.5306365,SGN - Ho Chi Minh City - Vietnam,ORD - Chicago - IL,,42.54581446,-87.21802654,TPEB,Air Tahiti Nui,2018/2/5,2018/2/7 12:50,2018/2/7 12:50,2018/2/9 14:25,2018/2/9 14:25,,,2018/2/13 18:00,2018/2/13 06:00,t,467.33,4819.07,4660.94,5286.4,625.46
570688,2019/7/4,Air,f,CFS to CFS,Door to Door,DDP,t,547503,547503,23.52862456,114.7534776,HKG - Hong Kong - Hong Kong,AMS - Amsterdam - Netherlands,,51.72678456,7.355224562,FEWB,Voltrans Logistics Co.,2019/7/5,2019/7/8 13:45,2019/7/8 13:44,2019/7/9 08:40,2019/7/9 09:09,,,2019/7/15 10:00,2019/7/15 10:00,t,89.52,895.33,898.01,895.33,-2.68
448976,2018/11/16,Ocean FCL,f,CY to CY,Port to Port,FOB,f,639361,546609,23.68558576,114.9652118,"Yantian, China","Vancouver, Canada","Montreal, QC",46.38605176,-72.87451924,TPEB,Aerochago Airlines,2018/12/6,2018/12/15 09:30,2018/12/14 14:46,2019/1/9 06:00,2019/1/9 00:09,2019/1/16 00:00,2019/1/15 17:00,2019/1/25 17:00,2019/1/16 17:00,f,470.34,4703.36,4647.02,4940.38,293.36
592964,2019/8/8,Ocean FCL,f,CY to CY,Port to Port,FOB,f,631676,546609,23.78389155,113.7706555,"Yantian, China","Los Angeles, CA",,34.78032055,-117.1681205,TPEB,British Airways p.l.c.,2019/9/12,2019/9/19 16:00,,2019/10/5 19:00,,,,2019/10/15 19:00,,t,147.69,1599.52,0,1757.14,1757.14
235895,2018/3/28,Air,f,CFS to CFS,Port to Door,FCA,f,598641,543943,23.54440477,114.9073478,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,34.95377077,-116.3381292,TPEB,QFS Transportation,2018/3/29,2018/3/31 19:55,2018/3/31 19:55,2018/4/1 12:00,2018/4/1 16:18,,,2018/4/1 07:00,2018/4/1 07:00,t,1183.08,11988.43,11634.08,11988.43,354.35
295316,2018/5/30,Ocean FCL,f,CY to CY,Port to Door,FOB,f,598641,543943,23.54418648,114.9071295,"Hong Kong, Hong Kong","Los Angeles, CA",,34.93891148,-117.0611255,TPEB,Air Creebec,2018/6/14,2018/6/17 16:00,2018/6/16 16:00,2018/7/6 07:00,2018/7/6 07:00,,,2018/7/10 07:00,2018/7/11 00:00,t,1114.56,11543.77,9611.82,11543.77,1931.95
434351,2018/10/19,Ocean FCL,f,CY to CY,Door to Door,EXW,f,641007,548254,44.60514303,11.58621203,"Genoa, Italy","New York, NY / Newark, NJ",,41.47445903,-74.82380397,TAWB,Combimar & Agemar,2018/10/31,2018/11/12 04:00,2018/11/12 04:00,2018/12/1 23:30,2018/12/1 19:30,,,2018/12/10 15:00,2018/12/10 15:00,t,537.95,5525.59,5440.49,6004.88,564.39
513408,2019/3/30,Ocean FCL,f,CY to CY,Port to Door,FOB,f,606659,548254,11.74792646,107.5314265,"Vung Tau, Vietnam","New York, NY / Newark, NJ",,41.47432246,-74.82394054,TPEB,British Airways p.l.c.,2019/4/11,2019/4/14 06:00,2019/4/14 05:00,2019/5/13 17:00,2019/5/14 16:00,,,2019/5/21 11:00,2019/5/21 11:00,t,21034.58,12565.8,3914.6,12875.85,8961.25
129610,2017/11/9,Air,f,CFS to CFS,Port to Port,CIF,f,600208,583732,23.20598565,115.0670246,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,35.02716765,-116.5487194,TPEB,Vepco Transport B.V.,2017/11/13,2017/11/14 16:00,2017/11/14 19:50,2017/11/15 08:00,2017/11/15 12:38,,,2017/11/21 20:00,2017/11/21 03:00,t,89.78,1013.56,789.55,1281.91,492.36
614340,2019/9/6,Air,f,CFS to CFS,Door to Door,DDP,t,547503,547503,23.52693295,114.7517859,HKG - Hong Kong - Hong Kong,AMS - Amsterdam - Netherlands,,53.16852295,5.646034948,FEWB,Aero Lloyd,2019/9/7,2019/9/11 13:55,2019/9/11 13:55,2019/9/11 23:04,2019/9/12 10:00,,,2019/9/17 10:00,,t,105.51,1055.17,0,1055.17,1055.17
585404,2019/7/29,Air,f,CFS to CFS,Port to Door,FOB,t,693219,654884,31.81667241,122.3007614,PVG - Shanghai - China,LAX - Los Angeles - CA,,35.14300941,-117.5164336,TPEB,Eva & Brothers Transportation,2019/8/12,2019/8/18 05:18,2019/8/18 04:00,2019/8/18 17:25,2019/8/18 19:00,,,2019/8/21 12:00,2019/8/22 00:30,t,1297.52,26700.16,17122.1,26700.16,9578.06
108282,2017/8/25,Air,f,CFS to CFS,Port to Door,FOB,f,609571,552355,23.60735555,115.1332806,SZX - Shenzhen - China,SEA - SeaTac - WA,,48.33774455,-121.3362594,TPEB,AGX Freight Carriers,2017/9/2,2017/9/2 16:00,2017/9/2 16:00,2017/9/7 07:00,2017/9/7 07:00,,,2017/9/11 19:00,2017/9/11 07:00,t,412.01,4235.99,3871.28,4620.97,749.69
352407,2018/7/20,Ocean FCL,f,CY to CY,Port to Door,FOB,f,598234,543943,23.91622254,114.8484285,"Hong Kong, Hong Kong","Los Angeles, CA",,34.93741554,-117.0626215,TPEB,Air Creebec,2018/8/1,2018/8/8 16:00,2018/8/9 04:00,2018/8/25 07:00,2018/8/26 07:00,,,2018/8/29 19:00,2018/8/29 20:30,t,397.55,4214.48,3438.18,4505.96,1067.78
291351,2018/5/25,Air,f,CFS to CFS,Door to Door,EXW,f,636800,543943,23.66898613,114.8119591,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,34.87045213,-116.8129199,TPEB,QFS Transportation,2018/5/28,2018/5/30 21:20,2018/5/30 21:20,2018/5/31 13:30,2018/5/31 13:30,,,2018/6/1 07:00,56:14.2,t,1136.01,11507.92,12156.49,11557.31,-599.18
610586,2019/9/3,Ocean FCL,f,CY to CY,Port to Port,FOB,f,619714,548913,24.70779474,115.6543587,"Yantian, China","New York, NY / Newark, NJ",,41.60988374,-73.23228126,TPEB,Air Creebec,2019/9/30,2019/10/5 16:00,,2019/11/5 05:00,,,,2019/11/11 17:00,,t,3539.97,35546.19,0,37380.03,37380.03
239134,2018/3/31,Ocean FCL,f,CY to CY,Port to Door,FOB,f,598641,543943,23.54158049,114.9045235,"Hong Kong, Hong Kong","Rotterdam, Netherlands",,52.37219949,12.97671449,FEWB,Singapore Airlines Cargo Pte. Ltd.,2018/4/6,2018/4/14 21:00,2018/4/15 02:21,2018/5/13 13:00,2018/5/14 07:45,,,2018/5/22 10:00,2018/5/21 22:00,t,480.01,5638.87,4655.4,5615.52,960.12
73966,2017/3/24,Air,f,CFS to CFS,Port to Door,FOB,f,598234,543943,23.72884759,115.0492526,HKG - Hong Kong - Hong Kong,LHR - London - United Kingdom,,52.77102959,0.364009593,FEWB,QFS Transportation,2017/3/30,2017/4/2 04:00,2017/4/2 04:00,2017/4/2 11:00,2017/4/2 15:20,,,2017/4/5 11:00,2017/4/5 11:00,f,1405.7,14122.97,12231.55,15354.03,3122.48
55431,2016/11/28,Ocean FCL,f,CY to CY,Port to Door,FOB,f,608743,552355,23.46410376,113.9664948,"Hong Kong, Hong Kong",Tacoma,,48.33634976,-121.3376542,TPEB,"NFI Logistics (DBA: Logistic Services USA, LLC)",2016/11/30,2016/12/7 16:00,2016/12/7 16:00,2016/12/26 08:00,2016/12/26 08:00,,,2016/12/30 08:00,2016/12/30 08:00,t,267.69,2792.94,2784.17,3127.11,342.94
546289,2019/5/25,Ocean FCL,f,CY to CY,Port to Door,FOB,f,619714,548913,24.70728402,115.653848,"Yantian, China","Oakland, CA",,39.39850702,-120.504754,TPEB,Air Creebec,2019/6/18,2019/6/22 16:00,2019/6/23 04:00,2019/7/14 19:00,2019/7/14 19:00,,,2019/7/18 15:00,2019/7/18 15:00,t,383.19,3985.51,3493.6,4346.19,852.59
142659,2017/12/26,Air,f,CFS to CFS,Port to Door,FOB,f,598234,543943,23.91815955,114.6518835,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,34.86917555,-116.8141965,TPEB,Singapore Airlines Cargo Pte. Ltd.,2017/12/26,2017/12/27 16:00,2017/12/27 20:20,2017/12/28 08:00,2017/12/29 04:17,,,2018/1/2 20:00,2018/1/2 17:00,t,1583.73,15964.88,14404.7,15964.88,1560.18
529407,2019/4/26,Ocean FCL,f,CY to CY,Port to Door,FOB,f,619714,548913,24.70665072,115.6532147,"Yantian, China","Oakland, CA",,39.39787372,-120.5053873,TPEB,Gabon Airlines Cargo,2019/5/20,2019/5/25 11:00,2019/5/25 05:12,2019/6/16 01:30,2019/6/16 23:10,,,2019/6/26 13:00,2019/6/26 13:00,t,4357.51,43721.82,40190.49,45718.3,5527.81
349471,2018/7/18,Air,f,CFS to CFS,Port to Door,FOB,t,598234,543943,23.91375884,114.8459648,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,34.93495184,-117.0650852,TPEB,Singapore Airlines Cargo Pte. Ltd.,2018/7/19,2018/7/19 16:00,2018/7/20 02:00,2018/7/21 07:00,2018/7/21 07:00,,,2018/7/24 07:00,2018/7/25 01:00,t,3013.13,30338.54,28837.81,30338.54,1500.73
444454,2018/11/8,Ocean FCL,f,CY to CY,Port to Port,FOB,f,632221,546609,23.9056859,114.0053609,"Yantian, China","Los Angeles, CA",,34.7756889,-117.1728011,TPEB,British Airways p.l.c.,2018/11/23,2018/11/29 16:00,2018/12/1 01:17,2018/12/15 08:00,2018/12/15 21:23,,,2018/12/25 08:00,2018/12/20 20:00,f,303.02,3030.16,2630.84,3112.37,481.53
123461,2017/10/20,Air,f,CFS to CFS,Port to Door,FOB,f,598234,543943,23.91365297,114.653653,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,34.96499997,-116.344385,TPEB,QFS Transportation,2017/10/20,2017/10/22 16:00,2017/10/22 16:00,2017/10/23 07:00,2017/10/23 07:00,,,2017/10/25 07:00,2017/10/25 07:00,t,4295.12,43067.44,39842.5,43067.44,3224.94
140089,2017/12/15,Air,f,CFS to CFS,Port to Door,FOB,f,598234,543943,23.91726516,114.6509892,HKG - Hong Kong - Hong Kong,AMS - Amsterdam - Netherlands,,52.41592616,12.99905116,FEWB,Ningbo Tianheng Logistics,2017/12/16,2017/12/17 16:00,2017/12/17 16:00,2017/12/19 11:00,2017/12/19 23:00,,,2018/1/2 11:00,2017/12/21 23:00,t,1606.82,16184.54,14311.52,16365.3,2053.78
547941,2019/5/29,Ocean FCL,f,CY to CY,Port to Door,FOB,f,619714,548913,24.70573033,115.6522943,"Yantian, China","Vancouver, Canada","Indianapolis, Indiana",40.59435233,-85.46598867,TPEB,Aerochago Airlines,2019/6/23,2019/6/30 11:00,2019/6/30 20:24,2019/7/15 08:00,2019/7/17 13:36,2019/8/1 16:00,2019/8/5 16:00,2019/8/7 16:00,2019/8/8 16:00,t,2752.4,27670.88,24355.71,28471.68,4115.97
580715,2019/7/20,Ocean FCL,f,CY to CY,Port to Door,FOB,f,639179,546609,29.59262106,117.9308381,Ningbo,"Vancouver, Canada","Montreal, QC",46.29481706,-71.08048694,TPEB,National Airlines,2019/7/30,2019/8/10 04:00,2019/8/11 11:09,2019/8/24 19:00,2019/8/24 15:08,2019/9/2 16:00,2019/9/3 03:16,2019/9/4 16:00,2019/9/3 16:00,f,449.49,4494.92,4342.15,4682.94,340.79
48162,2016/10/12,Air,f,CFS to CFS,Door to Door,EXW,f,569575,566300,23.9161565,114.6492395,HKG - Hong Kong - Hong Kong,SFO - San Francisco - CA,,40.4106645,-118.8502415,TPEB,KLM Royal Dutch Airlines,2016/10/22,2016/10/24 16:00,2016/10/25 03:30,2016/10/26 07:00,2016/10/26 03:33,,,2016/10/28 07:00,2016/10/27 07:00,t,380.71,3923.47,3860.44,4536.03,675.59
510641,2019/3/26,Air,f,CFS to CFS,Port to Door,FOB,f,693468,654884,23.57951895,114.92806,HKG - Hong Kong - Hong Kong,LGW - London - United Kingdom,,52.74867395,1.40221995,FEWB,QFS Transportation,2019/4/9,,2019/4/10 17:17,2019/4/11 06:02,2019/4/11 06:02,,,2019/4/12 11:00,2019/4/12 11:00,t,50.3,1035.49,920.9,1040.78,119.88
549760,2019/5/31,Ocean FCL,f,CY to CY,Port to Door,FOB,f,750761,730503,31.19207712,121.2304881,"Shanghai, China","Long Beach, California",,34.78814612,-117.4288669,TPEB,Orient Thai Airlines,2019/6/3,2019/6/15 16:00,2019/6/16 02:30,2019/7/1 13:00,2019/7/1 19:00,,,2019/7/11 12:00,2019/7/11 14:30,t,841.55,8562.58,8186.6,8970.96,784.36
533210,2019/5/3,Ocean FCL,f,Door to Door,Door to Door,EXW,f,609821,552355,48.91096249,14.17460749,"Hamburg, Germany","Montreal, QC","Indianapolis, Indiana",40.70009649,-85.13211251,TAWB,Aerochago Airlines,2019/5/20,2019/5/25 16:00,2019/5/25 11:57,2019/6/4 11:00,2019/6/4 15:49,2019/6/18 16:00,2019/6/17 16:00,2019/6/20 12:00,2019/6/19 13:10,t,572.05,5767.56,6164.16,6838.68,674.52
566176,2019/6/27,Ocean FCL,f,CY to CY,Port to Door,FOB,f,619714,548913,24.70417251,115.6507365,"Yantian, China","Savannah, Georgia",,34.84903951,-83.20924749,TPEB,Combimar & Agemar,2019/7/29,2019/8/6 01:00,2019/8/6 20:46,2019/9/6 16:00,2019/9/8 04:35,,,2019/9/24 11:00,,t,4540.19,45549.04,2266.19,48020.03,45753.84
267180,2018/5/2,Air,f,CFS to CFS,Port to Door,FOB,f,606659,548254,11.70465952,107.5112245,SGN - Ho Chi Minh City - Vietnam,ORD - Chicago - IL,,42.53807052,-87.22577048,TPEB,KLM Royal Dutch Airlines,2018/5/14,2018/5/14 17:00,2018/5/14 17:00,2018/5/18 19:00,2018/5/18 19:00,,,2018/5/22 05:00,2018/5/22 05:00,t,97.35,1120.66,771.96,1210.35,438.39
585541,2019/7/29,Ocean FCL,f,CY to CY,Port to Door,CIF,f,752454,683679,34.53881336,73.93866736,"Port Qasim, Pakistan","Houston, TX",,33.86713536,-96.14396964,TPEB,Mothership,2019/8/1,2019/8/6 19:00,2019/8/7 07:00,2019/9/16 05:00,,,,2019/9/23 17:00,,t,19.85,544.17,0,539.46,539.46
99470,2017/7/20,Air,f,CFS to CFS,Port to Door,FOB,f,598234,543943,23.69606285,114.5541428,HKG - Hong Kong - Hong Kong,ANC - Anchorage - AK,LAX - Los Angeles - CA,34.96270585,-116.3466782,TPEB,UM Air,2017/7/20,2017/7/20 16:00,2017/7/21 04:00,2017/7/21 08:00,2017/7/21 20:00,2017/7/22 19:00,2017/7/22 07:00,2017/7/26 07:00,2017/7/27 07:00,t,4217.37,42290.29,39344.38,42290.29,2945.91
32830,2016/6/8,Air,f,CFS to CFS,Door to Door,EXW,f,675694,841,23.60188457,114.7109566,CAN - Guangzhou - China,JFK - New York - NY,,41.37722057,-73.48205943,TPEB,Vepco Transport B.V.,2016/6/7,2016/6/10 16:00,2016/6/9 16:00,2016/6/13 04:00,2016/6/12 09:45,,,2016/6/15 04:00,2016/6/15 04:00,t,194.42,2060.79,1904.33,2464.38,560.05
110436,2017/9/4,Air,f,CFS to CFS,Port to Door,FOB,f,598234,543943,23.91032525,114.6503253,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,34.86510625,-116.8182657,TPEB,Singapore Airlines Cargo Pte. Ltd.,2017/9/5,2017/9/5 16:00,2017/9/5 20:00,2017/9/6 07:00,2017/9/6 08:55,,,2017/9/7 19:00,2017/9/7 07:00,t,673.95,6856.27,6796.45,6856.27,59.82
598827,2019/8/16,Ocean FCL,f,CY to CY,Port to Door,FOB,f,725672,612365,25.52850367,119.1328617,"Xiamen, China","Norfolk, VA","Columbus, OH",39.99002667,-82.11636333,TPEB,Amazon SPD,2019/8/26,2019/9/8 04:00,2019/9/8 04:00,2019/10/14 04:00,,2019/10/21 16:00,,2019/10/25 16:00,,f,842.73,16854.69,0,17247.95,17247.95
578451,2019/7/17,Air,f,CFS to CFS,Port to Door,FOB,f,702454,656536,23.8317637,114.3161407,HKG - Hong Kong - Hong Kong,AMS - Amsterdam - Netherlands,,52.3382387,6.567698697,FEWB,Voltrans Logistics Co.,2019/7/30,2019/8/4 05:05,2019/8/4 04:00,2019/8/5 13:20,2019/8/5 10:00,,,2019/8/8 10:00,2019/8/8 10:00,t,748.66,7486.65,2070.46,8139.25,6068.79
501029,2019/3/7,Air,f,CFS to CFS,Port to Door,FOB,f,689518,654884,32.16993015,122.3672961,PVG - Shanghai - China,JFK - New York - NY,,42.39437015,-74.72998785,TPEB,L&D Transport,2019/3/12,2019/3/14 04:00,2019/3/13 21:09,2019/3/14 13:31,2019/3/14 13:31,,,2019/3/18 13:00,2019/3/18 16:00,t,64.69,1459.17,1745.11,1706.4,-38.71
82812,2017/5/5,Ocean FCL,f,CY to CY,Port to Door,FOB,f,600208,583732,23.19736907,115.0584081,"Hong Kong, Hong Kong","Los Angeles, CA",,34.85928907,-117.2793469,TPEB,DAC Air SA,2017/5/16,2017/5/22 04:00,2017/5/20 16:00,2017/6/4 19:00,2017/6/4 07:00,,,2017/6/8 07:00,2017/6/8 20:00,t,398.6,2774.36,2349.06,3955.83,1606.77
225526,2018/3/15,Ocean FCL,f,CY to CY,Port to Port,FOB,f,639363,546609,31.11243072,120.6032907,Ningbo,"Long Beach, California",,34.77056672,-117.1778743,TPEB,Gabon Airlines Cargo,2018/5/21,2018/5/26 17:00,2018/5/27 08:11,2018/6/12 15:00,2018/6/12 12:09,,,2018/6/22 19:00,2018/6/19 07:00,f,167.28,1672.76,1509.62,1655.03,145.41
595892,2019/8/13,Ocean FCL,f,CY to CY,Port to Door,FOB,f,547315,557918,11.70609818,107.4822252,"Vung Tau, Vietnam","Los Angeles, CA",,34.88661118,-116.6772718,TPEB,Gabon Airlines Cargo,2019/8/22,2019/8/26 05:00,2019/8/26 02:26,2019/9/12 19:00,2019/9/12 12:39,,,2019/9/19 15:00,,t,679.1,4675.13,2781.66,5760.65,2978.99
412459,2018/9/10,Ocean FCL,f,CY to CY,Port to Door,FOB,f,635558,543943,23.53042325,114.9185673,"Hong Kong, Hong Kong","Rotterdam, Netherlands",,52.36521125,12.96972625,FEWB,Orient Thai Airlines,2018/9/18,2018/9/29 21:30,2018/9/28 09:35,2018/11/1 20:00,2018/11/3 12:37,,,2018/11/7 11:00,2018/11/7 11:00,t,1462.27,14770.54,14698.83,14807,108.17
601714,2019/8/21,Ocean FCL,f,CY to CY,Port to Port,FOB,f,748651,683679,33.24242138,120.3673524,"Shanghai, China","Los Angeles, CA",,34.68839938,-117.3821886,TPEB,Combimar & Agemar,2019/9/5,2019/9/18 04:00,,2019/10/3 19:00,,,,2019/10/7 19:00,,t,92.69,2001.72,0,2072.71,2072.71
474802,2019/1/8,Air,f,CFS to CFS,Door to Door,EXW,t,547503,547503,51.17494475,11.06449375,FRA - Frankfurt - Germany,HKG - Hong Kong - Hong Kong,,23.38305275,114.9985328,FEEB,Pacific Cascade Trucking LLC,2019/1/8,2019/1/21 11:00,2019/1/21 11:00,2019/1/21 20:43,2019/1/21 20:43,,,2019/1/30 04:00,2019/1/30 04:00,f,744.98,7449.78,8259.71,7449.78,-809.93
619863,2019/9/16,Ocean FCL,f,CY to CY,Port to Door,FOB,f,606659,548254,11.73773511,107.5212351,"Cai Mep, Vietnam (Int. Terminal)","New York, NY / Newark, NJ",,41.46413111,-74.83413189,TPEB,Combimar & Agemar,2019/9/26,2019/10/6 16:00,,2019/11/1 14:30,,,,2019/11/11 17:00,,t,316.65,3314.46,0,3598.37,3598.37
457281,2018/12/4,Ocean FCL,f,CY to CY,Port to Port,FOB,f,631676,546609,23.77288135,113.7596453,"Yantian, China","Long Beach, California",,34.76931035,-117.1791307,TPEB,Combimar & Agemar,2019/1/10,2019/1/16 16:00,2019/1/17 04:00,2019/1/31 08:00,2019/1/31 22:14,,,2019/2/9 20:00,2019/2/11 20:00,t,286.94,3017.37,2331.71,3228.43,896.72
571458,2019/7/7,Ocean FCL,f,CY to CY,Port to Door,FOB,f,619714,548913,24.69952183,115.6460858,"Yantian, China","Vancouver, Canada","Indianapolis, Indiana",40.64672383,-85.14385317,TPEB,Aerochago Airlines,2019/8/12,2019/8/17 19:00,2019/8/18 02:32,2019/9/6 19:00,2019/9/4 22:12,2019/9/19 16:00,2019/9/15 16:00,2019/9/23 16:00,,t,3035.33,30501.37,29566.41,31403.25,1836.84
345128,2018/7/13,Ocean FCL,f,CY to CY,Door to Door,EXW,f,627975,548254,44.61779177,11.93918177,"Genoa, Italy","New York, NY / Newark, NJ",,41.46324477,-74.83501823,TAWB,Combimar & Agemar,2018/7/23,2018/8/10 03:00,2018/8/9 18:52,2018/8/22 12:00,2018/8/22 08:34,,,2018/9/17 16:00,44:20.8,t,764.11,7789.23,7584.76,8315.94,731.18
419194,2018/9/21,Air,f,CFS to CFS,Port to Door,FOB,f,598234,543943,23.90594767,114.8381537,HKG - Hong Kong - Hong Kong,LAX - Los Angeles - CA,,34.92714067,-117.0728963,TPEB,QFS Transportation,2018/9/22,2018/9/25 18:50,2018/9/25 18:50,2018/9/26 11:10,2018/9/26 11:10,,,2018/10/4 19:00,2018/10/5 07:00,t,4541.25,46083.46,38509.7,46107.18,7597.48
608741,2019/8/30,Ocean FCL,f,CY to CY,Port to Port,FOB,f,748121,683679,23.91442522,121.0204392,"Kaohsiung, Taiwan","Los Angeles, CA",,34.68636022,-117.3842278,TPEB,Combimar & Agemar,2019/9/18,2019/9/23 16:00,,2019/10/8 07:00,,,,2019/10/8 19:00,,t,260.83,5364.78,0,5866.5,5866.5
